2016-02-16 00:00:00,Seattle,Portland,8:00 AM,11:15 AM,$20.00
2016-02-16 00:00:00,Seattle,Portland,10:30 AM,1:45 PM,$19.00
2016-02-16 00:00:00,Seattle,Portland,11:30 AM,2:45 PM,$17.00
2016-02-16 00:00:00,Seattle,Portland,12:30 PM,3:45 PM,$17.00
2016-02-16 00:00:00,Seattle,Portland,2:00 PM,5:30 PM,$17.00
2016-02-16 00:00:00,Seattle,Portland,6:45 PM,10:00 PM,$18.00
